text,label,gru_pred,cnn_pred,bert_pred
@br0nc080 I want to visit with mama/show her pics ,1,0,0,1
@B3M yeah ill take 94 over 55 and rain! ,0,1,0,1
Built a Toshiba Satillite Hackintosh ,1,1,0,0
aye aye aye  okay . BOW BOW BOW BOW! lmaoo. i annoy my mother with that soulja boy sound effects  gettind dressed BOOGIE DOWN BRONX !,1,0,1,0
Had a wonderful time of family gathering celebrating my cousin's 21st birthday. He's a grown man now ,1,1,1,1
Happy birthday to the best husband ever! I love you baby! ,1,1,1,1
"@JonoMLA Thanks Jono, but I'm going to (somewhat ironically) opt-out of your offer.  #ableg #Bill44",1,1,1,1
"@Littlebit323 boooo im sorry i woke you up  we will shop online asap, after i get my money on a card  !!!",1,0,0,0
is hangen to get to the goldy  but dont think its gunna go down :&quot;( so sad,0,0,0,0
"@Luna69 Aaah, makes total sense. Can't turn down a free sofa.  I'd say nail varnish remover would be your best bet or hair bleach...",1,1,0,0
Tomorrow is Monday... Another long week of work! Just keep counting down to A full week of fun in the SUN ,1,0,0,0
@ULOVELACE I'm not feeling so good... I feel really sick ,0,0,0,0
"@kellyDP11  I'm sorry girlie, my dad got laid off too. If I hear of any jobs, I'll let you know for sure!",0,1,0,0
#inever had sex w | 2 bitches at once.... ok im lying phaha. i love females ,1,1,1,0
@ebe36 How have u enjoyed the series so far &amp; r u all set up for it with snacks &amp; stuff? Im about to do a food run in preparation for BSG ,1,0,1,0
Looking at pictures from Hobokan and New York whilst re-doing my CV ,1,1,1,0
has a slight headache ,0,0,0,0
I want my phone back ! Using this one is like cheating on my other one.  ,0,0,0,0
Flight to #interop 5.5 hours delayed ,0,0,1,0
happy b-day daddy  love you,1,1,1,1
@joeymcintyre Only I heard on good authority that your NOT coming back  ,0,1,1,1
@keesdekoning Feed The Future ,1,1,1,1
"second chances they don't ever matter, people never change. once a whore, you're nothing more. i'm sorry that'll never change ",1,0,0,0
Amazon just shipped my batting and fielding softball gloves... sweet ,1,1,1,0
Only has to be at school for a couple of hours today.  Happy Friday!,1,1,1,1
@mega_zoi  Hello to you too  from NB Frankfurt ,1,1,1,1
wonders if i can pick up wi fi in the park........ wants to work outside and enjoy the day ,1,0,0,0
Matt is making fun of me on twitter  punk.,0,1,1,1
Pancakes + &quot;The Hangover&quot; + drinks downtown with good friends/ family = a happy @kristenpitt ,1,1,1,1
@chuck981996 mac... winblows... just no. ,0,1,1,1
@AussieKatieKat but it's such a pretty getup! did you enjoy the #pawparty? My people were doing people stuff... ,0,1,1,0
"@oriii I love you baby, y me encantariaaa que usaras mas twitter ",1,1,1,1
@ThinkReferrals  I miss XP  Unfortunately I bought the early vista systems n everyone keeps telling me that I can't go back to XP in them,0,0,0,0
@Rythine aww ,0,0,0,0
@jessicabeyer lol kk were gonna do it..sometime when we can all get together ,1,1,1,1
@Luv2myQT @ychaker  LOL noooooooo    I was just looking at those online! @ychaker is even getting me to check out MACs...oh my! Lol,0,0,0,0
@iamaline yeah! as well as cherry tree and fig trees. it's nice to live in the suburbs ,1,1,1,1
cant wait for Origin tmrw night ,1,1,0,0
"speaking of twister and bill paxton (he's in the movie), i REALLY need to see near dark for the first time ever.  i fail.",0,0,1,0
@mynamebemichael Ok well go to bburg tomorrow!  but its a bit of a drive you hink i could have like a dollar for gas? Sorry  from ev ...,0,0,0,0
got some serious and timely song writing to get done... time to crash ,0,1,1,0
"Twitter I said change my profile pic, not eat it ",0,1,1,0
@laurieMvincent thanks laurie! my wife @charlotteconley is a professional vocal coach ,1,1,1,1
So hiya! I'm on Twitter! ,1,1,1,1
so freaking tieed ,1,0,1,0
Just ran out of paper ,0,0,0,0
"is watching two + a half men, work experience again tomorrow ",1,0,0,1
@gorillavsbear i WISH i could go to afterparty. i have booty camp at 545am tomorrow so the concert will have to suffice for me. ,0,0,0,1
haha i had so much fun last night! eating whip cream at 2 in the morning and watching Invader Zim and having a party by myself haha ,1,1,1,1
Mann! I love Run's House!!! ,1,1,1,1
Why can't I get any whitening products to work lately!  Grr.. my teeth look like they belong to a 90 year old   ,0,0,0,0
"Someone was like, &quot;Twilight will win so many awards.&quot; There are only so many bad film awards that an award show can give out. ",1,1,1,1
&quot;Are you okay?&quot; asked Arkain. &quot;That depends on what okay is.&quot; replied Gemma. That part always gets me.  How do you feel about it?,0,0,0,0
"@godfree I met godfree twice because he forgot I had met him the day before, LOL ",1,1,1,0
"hey @clzdancr, welcome to twitter ",1,1,1,1
Hmm..so you're being treated really well by a guy and this is your first time experiencing it? So..how I was toward you meant nothing huh ,0,1,1,0
@jordanknight i love the I Wish....  it's my personal lullaby...,1,1,1,1
Shouldn't have looked at jcrew.com. ,0,1,1,0
@JeffDNewton See if the computer tech can figure out how to get on the Internet... Hehe ,1,1,1,0
Gutted I was sick last night  I slept like 14 hours!!! So why do I still have huge bags under my eyes eh? That sucks...,0,0,0,0
"having one of those random moments, laughing at anything and everything ",1,1,1,0
@EnergeticAlien Ohhhh... who is this ... a guy? Its not me.. ,0,1,1,1
@kaylacollins And why do men suck might I ask? ,0,0,0,1
@tencaciousH i just screwed up and i am sorry ,0,0,0,0
"@sowrongitsKazie wow! thats practivally unheard of! :o     ....that is, until today ",1,1,1,0
i hate da rain its messing up my hair ,0,0,0,0
"Haha, taking the how sexy are you quiz on facebook! ",1,1,1,1
"@AmandaStratton  Okay it has to be @john_lo then.  I'll wait for him, OR I'll just go through my archives.  I'm trying to avoid that!  ",1,0,0,0
wishes to have an ipod touch  http://plurk.com/p/xqw29,0,0,0,1
@ancientsoul yes I do believe we are on the same side ,1,1,1,1
paaacking  then drinkyy with my friends before I leaave for another month,0,0,0,0
detachable penis just came on the radio. this song reminds me of christina mccarty ,1,1,1,0
has toothache ,0,1,1,0
First time out and about since my appendectomy...running a few errands and going to a baby shower ,1,1,1,0
stuck at a boring party where i dont bloody know anyone ,1,0,0,0
"beautiful day  I like that! Jump trampoline and listen to music loud, can it get better?",1,1,1,0
I already miss you @meganpaige. Can you forgive me and be my friend again? ,0,0,0,0
"Mmmmm, coffee ",1,1,1,1
"Yay, a Samsung NC10 benchmarks higher than a Dell GX260! ",1,1,1,1
@CorbinBleu figures your a lakers fan! Boston is taking it next year when all of our players get better ,1,1,1,1
"@tkpleslie Thank you we appreciate it. The link is  www.varierusa.com no hyphen    Met your other friend @Leslienewby, what a nice person!",1,1,1,1
Naiisja Butt. &amp;&amp; Banana Butt finally 2gether at lass guna meet up wif primaaz! ,1,1,1,1
I LOST THE GAME ,1,0,0,0
work work work.. had an amazing time in ashland with my dramatic girls  bars are amazing there... now back to work!!!!!!!!!!!!!!,1,0,0,0
i realllly wanna see rent ,0,0,0,0
...and it just dropped back to 1.04kb/s  ha,0,0,0,0
@marcyberg chocolate station??? On the route or at the end? ,1,0,0,0
Going hoomee!!  Have to finish my exam tho  Boo!!,1,0,0,0
@makingyoumoney Thanks for keep updating the new content. I wish I could read them all before your next post ,1,1,1,0
Geting bored of being at home. So dont like vacations ,0,0,0,0
@MissScion Yay for Schmoopyness.  ,1,1,1,1
@nickthevortex good luck with the tour!I cant make it to dunfermline  but hope to catch yous in Edinburgh or Glasgow soon!gonna B mega!,0,0,1,1
"@maaria_khan Yuup, I know ",0,1,1,1
THEY ARE SEPARATING! WHAAAT? i havent watched it since spring break and now its over. ahhh. ,0,0,0,0
Morning    Im hoping Spurs will win today we need to finish 7th :-/  COYS!!!,1,0,1,1
"I'm up now. Had to twist, turn and spin around to get there.. Bit like an alligator but with no food  I want food..",0,0,0,0
@trusecretoflife Great quote!  ,1,1,1,1
@The_E_HD I was fine till I had water... then it made me feel ill ,0,0,0,0
@xNICKYURINEx umm it doesn't let me do that on here  lol what did it say??,0,1,1,0
wishing it was warmer out...  dr appt wednesday.. as always keeping fingures crossed,0,0,1,0
"@DavidArchie I'm going to your tour w/ Demi this summer, and I have &quot;VIP&quot; tickets where I get to meet Demi. Do I get to meet you, too? ",1,0,0,1
"Woah. Pretty Backs, Hope They Were Only Backs So They'll Remain Pretty! ) Kidding, Yaaay.  http://twitgoo.com/toqb",1,1,1,0
"@amyc15 Aw man, that's too bad about the surgery.  Sorry to hear that.  ",0,0,0,0
@statisticsio You need this:  http://bit.ly/2HR64  (check the post date),1,1,1,0
back at work ,0,0,0,0
Damn work sucks ,0,0,0,0
"@TheMonkeyBoy hehe yes! Oh well, it what I had in freezer. And didn't want to go out and get pizza or order one in. ",1,0,0,0
Going to sleep with a smile.  goodnightt.,1,1,1,1
"Finished studying for the day...daily dose of gg and oth, before heading to work yet again  x",0,0,0,0
"@christine656 Oh thats Ok, I will still go with that option...lol ",1,0,0,0
@sarausa5 Congrats on the weight loss!  You're doing great!  Proud of you!  ,1,1,1,1
"@laurentbui do you have 3G connection on your iPhone? i dont have it, neither EDGE... ",0,0,0,0
Boy I'm so tired. Very restless night and I don't feel rested at all  Let's try and sleep on the train!,0,0,0,0
"Ah, that toasted cheese sandwich really hit the spot. ",1,1,0,1
@GreatOwl that made my day!! Appreciative heart for you ,1,1,1,0
"sleepyyy...time for bed, but excited for tomorrow ",1,1,1,1
@cherrydaily I will!!!! me and ben will come look for u...his always break promises.. ,0,1,1,1
please... please... I'm begging ,0,0,1,0
uploading ten second epic pictures ,1,1,1,1
@chcuk WTF why can't you come race with us?? ughh  where's your road race at on sunday?,0,0,0,0
My dads a parttime hooker.  he just said he was going to pawn his body...,1,0,1,0
will obviously miss ROCK AM RING  ,0,0,0,0
@SaraJChipps - duly noted ,1,1,1,1
"@clamchowder Haha. Actually, I managed to get two twice. But I gave it away to other fans.  I only needed one. ;-P",1,1,1,1
@_Dannii_ HeHe byee  Oh I will ,1,1,1,0
@candlelight I've always used LinkedIn as a &quot;people I should meet&quot; tool - and often that overlaps with &quot;people I might know&quot;. ,1,0,0,0
"havent signed on to twitter in a while.  just working on the bathroon, going shopping a little later.  have a horrible headace ",0,0,1,0
so sad what just happened to george tiller!! ,0,0,0,0
"good thing we didnt go with Akon for our Game with Fame! He couldnt get through customs, and isnt coming! ",0,0,1,0
@RUSTYJ9 u suck...i take it back u don't suck friend! ur wonderful! i'm going to miss you when i go to Korea ,0,0,0,0
@bdub1983 you have to take buddy... what would you do without him? ,0,0,1,1
Finally cutting my quilt strips. ,1,1,1,0
i dont like revision ,1,0,0,0
"@HexFlash Dude, it will go great  Hope it will be good ",1,1,1,1
"is laying around, not really in the mood for anything.  ",0,0,0,0
@saraiderin Eh. It'll happen soon enough.  I try to go at least 2 or 3 times a summer. ,1,1,1,1
I hate packing.. Bacolod-Manila-Subic-Cebu-Cagayan de Oro.. but I love travelling ,1,0,1,0
"wants to enjoy the sunshine but is feeling icky today, ",0,0,0,1
I need a nap!  ,0,0,0,0
not feeling good. wishing I could cuddle with my man. ,0,1,0,1
@FlissTee Good Morning  I trust you are well ?,1,1,1,1
still not finished moving... ,0,0,0,0
@thelastressort well I wouldn't hold your breath ...right off for cuppa ,1,0,0,0
ball hockey on sunday. WOOOO ! I &lt;3 singing randomly.  ,1,1,1,0
Might go upstairs... I dunno. In a very indecisive mood as you may be able to tell haha ,1,1,1,0
@WithoutMotive not the one with the blocks. The black and White one ,1,1,0,1
"@DashaMedvedeva Wow! OK, so most of the Russian I didn't understand very well at all, but it sounds like you are feeling lonely? ",0,0,0,0
POUR OUT ALMOST EVERYTHING... ,0,1,0,1
No mall 4 me.. it already closed ,0,0,0,0
"Looks like Class it is then.  Laters, tweets",0,1,1,0
Nooooooooooooooooo - we lost again. ,0,0,0,0
@themuttmart I am lost. Please help me find a good home. ,0,0,0,0
"@curlydena hee, thank you ",1,1,1,1
"in 10 short days i'll be done, i think i'm actually a little sad ",0,0,0,0
"Checked the PSN Store for new stuff, mainly Fat Princess but it hasn't come out yet ",0,0,0,0
@SADON_ the download is taking so long   im so impatient lol,0,1,1,0
"Shame, it's such sad news about the Air France plane ",0,0,0,0
Gutted that I wont be able to go to China this fall. Had all sorts of plans for meetups and catch ups....now back to expenses ,0,0,0,0
"@joelmchale wish I could be there. Louisville has the best Joe's Crab Shack, horse and carriage rides, and the Galt House.  ",0,0,0,1
"@katieclemons  well, you've stumped me there.  i don't even have facebook mobile....  ",0,0,0,0
is done with people when I get home tomorrow. It'll never work out ,0,0,0,0
@Hallie84 I'm sure I will   Cool I've never been to France before - hope you enjoy yourself,1,0,1,1
just watched her best friends dog get hit by a car.... not a good thing ,0,1,1,1
@danasargent that sounds like a great plan!! ,1,1,1,1
I hate moths ,0,0,0,0
@amandamay2010 If only my TV worked ,0,1,1,0
"More Weezer, less anything else ",1,0,1,0
"Yes! Friday afternoon. Can't wait for this weekend! Cinema, good food, walking dogs, recording songs..... of course! ",1,1,1,0
"Back from kayak festival/race.  Time for a nap and then heading to Asheville, NC tonight ",1,1,1,1
@chasingmornings lol I'm sorry sob. ;___;  I've been trying to study lately and I keepon forgetting to update D:  How are you? ,1,0,0,0
lg tggu konfirmasi whether jd cek lokasi k JCC apa ndak ..sakit perut lagee ,0,0,1,0
@RevSand lol I've been to a nubian villiage ,1,0,1,0
I am sitting here at work with my elderly man watchin t/v I am so bored!  Thinking if I should go out tonight or not!,0,1,0,0
Its my bday 2day and my grandma didnt even say happy birthday!!!! ,0,0,1,0
i really wanna see the new mon tralier omg i wanna see it now ,0,0,0,1
@ash2276 hey you don't want to follow me too?  *tear*,0,0,0,0
ughh going to get in troublee ,0,0,0,0
Our Development Director is certified!  http://bit.ly/CXC4I,1,1,1,0
"Primary, secondary, tertiary, quaternary, quinary, senary, septenary, octonary, nonary, denary, ??, duodenary, vigenary -- randomness ",1,1,1,0
@larrioux Aha the mom super power - guilt ,1,0,0,1
cabelodealgoḍodoceisthenewblack -not ,0,1,1,0
@piginthepoke Morning! how are u today? Excellent music choices last night! ,1,1,1,1
I am now 23 wow scary I know ,1,1,0,1
Bombed my Science final. And I even studied for it. ,0,0,0,0
is bored and hating this college work.. i know it will be worth it but i just seem to have no serious motivation ,0,0,0,0
"@chipgillespie why man, did you have a good one there or something.  you know I have done my fair share there.  O the rymes ",1,1,1,0
"After several days of Blue skies, sunshine &amp; hot, still air. It is now overcast &amp; growing muggy. I don't like muggy. ",0,0,0,0
listening to the little birdies saying tweet tweet! ,1,1,1,0
I invested in GMR Infra and Dish TV. Placed orders for Sterlite and GVK Power. Expecting market to take a deep intra-day cut  Gud Nite,1,1,0,0
